Mechanical Angle,Electrical Angle,Target Velocity,Velocity,Target Iq,Iq,Target Id,Id
2.960000,4.690000,1.000000,0.190000,0.001000,0.000000,0.000000,0.000000
3.000000,4.800000,1.010000,0.190000,0.001000,0.000000,0.000000,0.000000
3.000000,5.230000,1.050000,0.190000,0.001000,0.000000,0.000000,0.000000
3.000000,5.240000,1.050000,0.186000,0.017000,0.000000,0.000000,0.000000
3.000000,5.260000,1.050000,0.185000,0.003000,0.000000,0.000000,0.000000
3.000000,5.280000,1.050000,0.187000,0.001000,0.000000,0.000000,0.000000
3.000000,5.320000,1.060000,0.187000,0.001000,0.000000,0.000000,0.000000
3.000000,5.380000,1.060000,0.185000,0.002000,0.000000,0.000000,0.000000
3.030000,5.490000,1.070000,0.185000,0.002000,0.000000,0.000000,0.000000
3.100000,5.630000,1.080000,0.185000,0.002000,0.000000,0.000000,0.000000
3.130000,6.030000,1.120000,0.185000,0.002000,0.000000,0.000000,0.000000
3.130000,6.040000,1.120000,0.183000,0.019000,0.000000,0.000000,0.000000
3.130000,6.060000,1.120000,0.183000,0.009000,0.000000,0.000000,0.000000
3.130000,6.100000,1.120000,0.183000,0.004000,0.000000,0.000000,0.000000
3.110000,6.140000,1.130000,0.183000,0.004000,0.000000,0.000000,0.000000
3.080000,6.210000,1.140000,0.183000,0.004000,0.000000,0.000000,0.000000
3.060000,0.010000,1.140000,0.183000,0.004000,0.000000,0.000000,0.000000
3.020000,0.300000,1.170000,0.183000,0.004000,0.000000,0.000000,0.000000
3.020000,0.300000,1.170000,0.184000,0.011000,0.000000,0.000000,0.000000
3.020000,0.330000,1.170000,0.188000,0.005000,0.000000,0.000000,0.000000
3.020000,0.350000,1.170000,0.189000,0.002000,0.000000,0.000000,0.000000
2.970000,0.360000,1.180000,0.189000,0.002000,0.000000,0.000000,0.000000
2.920000,0.420000,1.180000,0.189000,0.002000,0.000000,0.000000,0.000000
2.850000,0.470000,1.190000,0.189000,0.002000,0.000000,0.000000,0.000000
2.770000,0.650000,1.200000,0.189000,0.002000,0.000000,0.000000,0.000000
2.770000,0.660000,1.200000,0.184000,0.009000,0.000000,0.000000,0.000000
2.770000,0.660000,1.200000,0.194000,0.003000,0.000000,0.000000,0.000000
2.770000,0.690000,1.200000,0.196000,0.003000,0.000000,0.000000,0.000000
2.790000,0.740000,1.210000,0.196000,0.003000,0.000000,0.000000,0.000000
2.810000,0.830000,1.220000,0.196000,0.003000,0.000000,0.000000,0.000000
2.880000,0.950000,1.230000,0.196000,0.003000,0.000000,0.000000,0.000000
2.880000,1.350000,1.270000,0.196000,0.003000,0.000000,0.000000,0.000000
2.880000,1.360000,1.270000,0.195000,0.018000,0.000000,0.000000,0.000000
2.880000,1.370000,1.270000,0.195000,0.008000,0.000000,0.000000,0.000000
2.880000,1.410000,1.270000,0.194000,0.003000,0.000000,0.000000,0.000000
2.830000,1.410000,1.270000,0.194000,0.003000,0.000000,0.000000,0.000000
2.830000,1.470000,1.280000,0.194000,0.003000,0.000000,0.000000,0.000000
2.830000,1.550000,1.280000,0.194000,0.003000,0.000000,0.000000,0.000000
2.830000,1.940000,1.320000,0.194000,0.003000,0.000000,0.000000,0.000000
2.830000,1.950000,1.320000,0.190000,0.015000,0.000000,0.000000,0.000000
2.830000,1.960000,1.320000,0.192000,0.006000,0.000000,0.000000,0.000000
2.830000,2.000000,1.320000,0.195000,0.004000,0.000000,0.000000,0.000000
2.830000,2.030000,1.330000,0.195000,0.004000,0.000000,0.000000,0.000000
2.830000,2.110000,1.330000,0.192000,0.005000,0.000000,0.000000,0.000000
2.910000,2.230000,1.350000,0.192000,0.005000,0.000000,0.000000,0.000000
2.990000,2.370000,1.360000,0.192000,0.005000,0.000000,0.000000,0.000000
3.070000,2.900000,1.410000,0.192000,0.005000,0.000000,0.000000,0.000000
3.070000,2.930000,1.410000,0.188000,0.023000,0.000000,0.000000,0.000000
3.070000,2.970000,1.410000,0.183000,0.010000,0.000000,0.000000,0.000000
3.070000,2.980000,1.410000,0.181000,0.005000,0.000000,0.000000,0.000000
3.120000,3.060000,1.420000,0.181000,0.005000,0.000000,0.000000,0.000000
3.130000,3.160000,1.430000,0.181000,0.005000,0.000000,0.000000,0.000000
3.150000,3.270000,1.440000,0.181000,0.005000,0.000000,0.000000,0.000000
3.150000,3.650000,1.470000,0.181000,0.005000,0.000000,0.000000,0.000000
3.150000,3.660000,1.470000,0.181000,0.019000,0.000000,0.000000,0.000000
3.150000,3.680000,1.470000,0.181000,0.008000,0.000000,0.000000,0.000000
3.150000,3.710000,1.470000,0.179000,0.002000,0.000000,0.000000,0.000000
3.140000,3.740000,1.480000,0.179000,0.002000,0.000000,0.000000,0.000000
3.120000,3.830000,1.490000,0.179000,0.002000,0.000000,0.000000,0.000000
3.130000,3.930000,1.500000,0.179000,0.002000,0.000000,0.000000,0.000000
3.090000,4.220000,1.530000,0.179000,0.002000,0.000000,0.000000,0.000000
3.090000,4.210000,1.530000,0.180000,0.013000,0.000000,0.000000,0.000000
3.090000,4.220000,1.530000,0.185000,0.007000,0.000000,0.000000,0.000000
3.090000,4.240000,1.530000,0.186000,0.003000,0.000000,0.000000,0.000000
3.020000,4.270000,1.530000,0.186000,0.003000,0.000000,0.000000,0.000000
2.940000,4.310000,1.530000,0.186000,0.003000,0.000000,0.000000,0.000000
2.900000,4.370000,1.540000,0.186000,0.003000,0.000000,0.000000,0.000000
2.840000,4.600000,1.560000,0.186000,0.003000,0.000000,0.000000,0.000000
2.840000,4.610000,1.560000,0.184000,0.008000,0.000000,0.000000,0.000000
2.840000,4.630000,1.560000,0.189000,0.003000,0.000000,0.000000,0.000000
2.840000,4.650000,1.560000,0.194000,0.004000,0.000000,0.000000,0.000000
2.860000,4.690000,1.570000,0.194000,0.004000,0.000000,0.000000,0.000000
2.930000,4.790000,1.580000,0.194000,0.004000,0.000000,0.000000,0.000000
3.000000,4.920000,1.590000,0.194000,0.004000,0.000000,0.000000,0.000000
3.010000,5.350000,1.630000,0.194000,0.004000,0.000000,0.000000,0.000000
3.010000,5.360000,1.630000,0.191000,0.018000,0.000000,0.000000,0.000000
3.010000,5.390000,1.630000,0.189000,0.007000,0.000000,0.000000,0.000000
3.010000,5.410000,1.630000,0.188000,0.003000,0.000000,0.000000,0.000000
2.990000,5.430000,1.640000,0.188000,0.003000,0.000000,0.000000,0.000000
2.990000,5.480000,1.640000,0.187000,0.003000,0.000000,0.000000,0.000000
2.990000,5.580000,1.650000,0.187000,0.003000,0.000000,0.000000,0.000000
3.050000,5.700000,1.660000,0.187000,0.003000,0.000000,0.000000,0.000000
3.080000,6.100000,1.700000,0.187000,0.003000,0.000000,0.000000,0.000000
3.080000,6.110000,1.700000,0.183000,0.017000,0.000000,0.000000,0.000000
3.080000,6.110000,1.700000,0.185000,0.008000,0.000000,0.000000,0.000000
3.080000,6.130000,1.700000,0.187000,0.002000,0.000000,0.000000,0.000000
3.040000,6.190000,1.710000,0.187000,0.002000,0.000000,0.000000,0.000000
2.980000,6.250000,1.710000,0.187000,0.002000,0.000000,0.000000,0.000000
2.930000,0.020000,1.720000,0.187000,0.002000,0.000000,0.000000,0.000000
2.860000,0.210000,1.730000,0.187000,0.002000,0.000000,0.000000,0.000000
2.860000,0.210000,1.730000,0.185000,0.007000,0.000000,0.000000,0.000000
2.860000,0.230000,1.730000,0.192000,0.005000,0.000000,0.000000,0.000000
2.860000,0.260000,1.730000,0.198000,0.003000,0.000000,0.000000,0.000000
2.840000,0.290000,1.740000,0.198000,0.003000,0.000000,0.000000,0.000000
2.820000,0.370000,1.750000,0.198000,0.003000,0.000000,0.000000,0.000000
2.810000,0.450000,1.750000,0.198000,0.003000,0.000000,0.000000,0.000000
2.750000,0.660000,1.770000,0.198000,0.003000,0.000000,0.000000,0.000000
2.750000,0.650000,1.770000,0.197000,0.011000,0.000000,0.000000,0.000000
2.750000,0.670000,1.770000,0.201000,0.004000,0.000000,0.000000,0.000000
2.750000,0.670000,1.770000,0.204000,0.001000,0.000000,0.000000,0.000000
2.690000,0.700000,1.780000,0.204000,0.001000,0.000000,0.000000,0.000000
2.640000,0.750000,1.780000,0.204000,0.001000,0.000000,0.000000,0.000000
2.550000,0.770000,1.780000,0.204000,0.001000,0.000000,0.000000,0.000000
2.470000,0.910000,1.800000,0.204000,0.001000,0.000000,0.000000,0.000000
2.470000,0.920000,1.800000,0.203000,0.006000,0.000000,0.000000,0.000000
2.470000,0.930000,1.800000,0.212000,0.003000,0.000000,0.000000,0.000000
2.470000,0.950000,1.800000,0.216000,0.001000,0.000000,0.000000,0.000000
2.450000,0.970000,1.800000,0.216000,0.001000,0.000000,0.000000,0.000000
2.410000,1.010000,1.810000,0.216000,0.001000,0.000000,0.000000,0.000000
2.410000,1.080000,1.810000,0.216000,0.001000,0.000000,0.000000,0.000000
2.430000,1.450000,1.850000,0.216000,0.001000,0.000000,0.000000,0.000000
2.430000,1.450000,1.850000,0.210000,0.011000,0.000000,0.000000,0.000000
2.430000,1.470000,1.850000,0.210000,0.006000,0.000000,0.000000,0.000000
2.430000,1.490000,1.850000,0.211000,0.000000,0.000000,0.000000,0.000000
2.460000,1.540000,1.850000,0.211000,0.000000,0.000000,0.000000,0.000000
2.460000,1.630000,1.850000,0.208000,0.005000,0.000000,0.000000,0.000000
2.590000,1.790000,1.880000,0.208000,0.005000,0.000000,0.000000,0.000000
2.780000,1.980000,1.890000,0.208000,0.005000,0.000000,0.000000,0.000000
2.910000,2.590000,1.950000,0.208000,0.005000,0.000000,0.000000,0.000000
2.910000,2.610000,1.950000,0.200000,0.029000,0.000000,0.000000,0.000000
2.910000,2.640000,1.950000,0.194000,0.014000,0.000000,0.000000,0.000000
2.910000,2.660000,1.950000,0.192000,0.005000,0.000000,0.000000,0.000000
2.940000,2.730000,1.960000,0.192000,0.005000,0.000000,0.000000,0.000000
3.010000,2.860000,1.970000,0.192000,0.005000,0.000000,0.000000,0.000000
3.010000,2.950000,1.980000,0.192000,0.005000,0.000000,0.000000,0.000000
3.010000,3.310000,2.010000,0.192000,0.005000,0.000000,0.000000,0.000000
3.010000,3.320000,2.010000,0.189000,0.018000,0.000000,0.000000,0.000000
3.010000,3.340000,2.010000,0.187000,0.007000,0.000000,0.000000,0.000000
3.010000,3.360000,2.010000,0.188000,0.003000,0.000000,0.000000,0.000000
3.000000,3.410000,2.020000,0.188000,0.003000,0.000000,0.000000,0.000000
2.980000,3.490000,2.030000,0.188000,0.003000,0.000000,0.000000,0.000000
2.970000,3.570000,2.040000,0.188000,0.003000,0.000000,0.000000,0.000000
2.920000,3.800000,2.060000,0.188000,0.003000,0.000000,0.000000,0.000000
2.920000,3.800000,2.060000,0.189000,0.012000,0.000000,0.000000,0.000000
2.920000,3.820000,2.060000,0.194000,0.005000,0.000000,0.000000,0.000000
2.920000,3.840000,2.060000,0.196000,0.002000,0.000000,0.000000,0.000000
2.850000,3.860000,2.060000,0.196000,0.002000,0.000000,0.000000,0.000000
2.810000,3.910000,2.070000,0.196000,0.002000,0.000000,0.000000,0.000000
2.750000,3.970000,2.070000,0.196000,0.002000,0.000000,0.000000,0.000000
2.710000,4.200000,2.100000,0.196000,0.002000,0.000000,0.000000,0.000000
2.710000,4.210000,2.100000,0.191000,0.007000,0.000000,0.000000,0.000000
2.710000,4.230000,2.100000,0.196000,0.003000,0.000000,0.000000,0.000000
2.710000,4.260000,2.100000,0.200000,0.002000,0.000000,0.000000,0.000000
2.710000,4.290000,2.100000,0.200000,0.002000,0.000000,0.000000,0.000000
2.820000,4.400000,2.110000,0.200000,0.002000,0.000000,0.000000,0.000000
2.900000,4.530000,2.130000,0.200000,0.002000,0.000000,0.000000,0.000000
3.000000,5.200000,2.190000,0.200000,0.002000,0.000000,0.000000,0.000000
3.000000,5.200000,2.190000,0.191000,0.022000,0.000000,0.000000,0.000000
3.000000,5.240000,2.190000,0.185000,0.010000,0.000000,0.000000,0.000000
3.000000,5.260000,2.190000,0.185000,0.003000,0.000000,0.000000,0.000000
3.020000,5.300000,2.200000,0.185000,0.003000,0.000000,0.000000,0.000000
3.020000,5.400000,2.200000,0.183000,0.003000,0.000000,0.000000,0.000000
3.150000,5.570000,2.220000,0.183000,0.003000,0.000000,0.000000,0.000000
3.290000,5.750000,2.240000,0.183000,0.003000,0.000000,0.000000,0.000000
3.350000,6.270000,2.280000,0.183000,0.003000,0.000000,0.000000,0.000000
3.350000,6.280000,2.280000,0.180000,0.025000,0.000000,0.000000,0.000000
3.350000,0.010000,2.280000,0.176000,0.009000,0.000000,0.000000,0.000000
3.350000,0.030000,2.280000,0.181000,0.003000,0.000000,0.000000,0.000000
3.300000,0.080000,2.290000,0.181000,0.003000,0.000000,0.000000,0.000000
3.210000,0.120000,2.300000,0.181000,0.003000,0.000000,0.000000,0.000000
3.070000,0.140000,2.300000,0.181000,0.003000,0.000000,0.000000,0.000000
