Mechanical Angle,Electrical Angle,Target Velocity,Velocity,Target Iq,Iq,Target Id,Id
2.420000,0.070000,5.150000,0.222000,0.001000,0.000000,0.000000,0.000000
2.380000,0.270000,5.170000,0.222000,0.001000,0.000000,0.000000,0.000000
2.380000,0.280000,5.170000,0.220000,0.008000,0.000000,0.000000,0.000000
2.380000,0.290000,5.170000,0.227000,0.004000,0.000000,0.000000,0.000000
2.380000,0.300000,5.170000,0.224000,0.001000,0.000000,0.000000,0.000000
2.360000,0.340000,5.170000,0.224000,0.001000,0.000000,0.000000,0.000000
2.350000,0.400000,5.180000,0.224000,0.001000,0.000000,0.000000,0.000000
2.360000,0.480000,5.180000,0.224000,0.001000,0.000000,0.000000,0.000000
2.330000,0.710000,5.210000,0.224000,0.001000,0.000000,0.000000,0.000000
2.330000,0.720000,5.210000,0.226000,0.014000,0.000000,0.000000,0.000000
2.330000,0.740000,5.210000,0.226000,0.005000,0.000000,0.000000,0.000000
2.330000,0.750000,5.210000,0.230000,0.001000,0.000000,0.000000,0.000000
2.330000,0.780000,5.210000,0.230000,0.001000,0.000000,0.000000,0.000000
2.290000,0.820000,5.220000,0.230000,0.001000,0.000000,0.000000,0.000000
2.260000,0.870000,5.220000,0.230000,0.001000,0.000000,0.000000,0.000000
2.240000,1.120000,5.240000,0.230000,0.001000,0.000000,0.000000,0.000000
2.240000,1.110000,5.240000,0.228000,0.009000,0.000000,0.000000,0.000000
2.240000,1.150000,5.240000,0.232000,0.006000,0.000000,0.000000,0.000000
2.240000,1.160000,5.240000,0.232000,0.004000,0.000000,0.000000,0.000000
2.270000,1.200000,5.250000,0.232000,0.004000,0.000000,0.000000,0.000000
2.300000,1.270000,5.260000,0.232000,0.004000,0.000000,0.000000,0.000000
2.340000,1.360000,5.260000,0.232000,0.004000,0.000000,0.000000,0.000000
2.370000,1.770000,5.300000,0.232000,0.004000,0.000000,0.000000,0.000000
2.370000,1.770000,5.300000,0.224000,0.017000,0.000000,0.000000,0.000000
2.370000,1.800000,5.300000,0.224000,0.007000,0.000000,0.000000,0.000000
2.370000,1.830000,5.300000,0.221000,-0.001000,0.000000,0.000000,0.000000
2.410000,1.860000,5.310000,0.221000,-0.001000,0.000000,0.000000,0.000000
2.410000,1.940000,5.310000,0.222000,-0.001000,0.000000,0.000000,0.000000
2.500000,2.070000,5.330000,0.222000,-0.001000,0.000000,0.000000,0.000000
2.540000,2.550000,5.370000,0.222000,-0.001000,0.000000,0.000000,0.000000
2.540000,2.570000,5.370000,0.220000,0.016000,0.000000,0.000000,0.000000
2.540000,2.590000,5.370000,0.218000,0.007000,0.000000,0.000000,0.000000
2.540000,2.610000,5.370000,0.217000,-0.002000,0.000000,0.000000,0.000000
2.550000,2.630000,5.380000,0.217000,-0.002000,0.000000,0.000000,0.000000
2.550000,2.670000,5.380000,0.217000,0.002000,0.000000,0.000000,0.000000
2.550000,2.760000,5.390000,0.217000,0.002000,0.000000,0.000000,0.000000
2.560000,2.840000,5.400000,0.217000,0.002000,0.000000,0.000000,0.000000
2.540000,3.090000,5.420000,0.217000,0.002000,0.000000,0.000000,0.000000
2.540000,3.090000,5.420000,0.219000,0.008000,0.000000,0.000000,0.000000
2.540000,3.120000,5.420000,0.218000,0.005000,0.000000,0.000000,0.000000
2.540000,3.130000,5.420000,0.219000,0.004000,0.000000,0.000000,0.000000
2.520000,3.170000,5.430000,0.219000,0.004000,0.000000,0.000000,0.000000
2.500000,3.230000,5.430000,0.219000,0.004000,0.000000,0.000000,0.000000
2.480000,3.300000,5.440000,0.219000,0.004000,0.000000,0.000000,0.000000
2.430000,3.460000,5.460000,0.219000,0.004000,0.000000,0.000000,0.000000
2.430000,3.480000,5.460000,0.220000,0.011000,0.000000,0.000000,0.000000
2.430000,3.480000,5.460000,0.225000,0.005000,0.000000,0.000000,0.000000
2.430000,3.510000,5.460000,0.226000,0.002000,0.000000,0.000000,0.000000
2.390000,3.520000,5.460000,0.226000,0.002000,0.000000,0.000000,0.000000
2.300000,3.540000,5.460000,0.226000,0.002000,0.000000,0.000000,0.000000
2.250000,3.580000,5.470000,0.226000,0.002000,0.000000,0.000000,0.000000
2.180000,3.700000,5.480000,0.226000,0.002000,0.000000,0.000000,0.000000
2.180000,3.710000,5.480000,0.228000,0.005000,0.000000,0.000000,0.000000
2.180000,3.720000,5.480000,0.231000,0.002000,0.000000,0.000000,0.000000
2.180000,3.750000,5.480000,0.235000,0.002000,0.000000,0.000000,0.000000
2.180000,3.760000,5.480000,0.235000,0.002000,0.000000,0.000000,0.000000
2.200000,3.840000,5.490000,0.235000,0.002000,0.000000,0.000000,0.000000
2.200000,3.910000,5.500000,0.235000,0.002000,0.000000,0.000000,0.000000
2.210000,4.230000,5.520000,0.235000,0.002000,0.000000,0.000000,0.000000
2.210000,4.230000,5.520000,0.232000,0.013000,0.000000,0.000000,0.000000
2.210000,4.260000,5.520000,0.231000,0.005000,0.000000,0.000000,0.000000
2.210000,4.270000,5.520000,0.234000,0.003000,0.000000,0.000000,0.000000
2.230000,4.300000,5.530000,0.234000,0.003000,0.000000,0.000000,0.000000
2.260000,4.370000,5.540000,0.234000,0.003000,0.000000,0.000000,0.000000
2.290000,4.450000,5.550000,0.234000,0.003000,0.000000,0.000000,0.000000
2.330000,4.860000,5.580000,0.234000,0.003000,0.000000,0.000000,0.000000
2.330000,4.860000,5.580000,0.228000,0.016000,0.000000,0.000000,0.000000
2.330000,4.910000,5.580000,0.226000,0.006000,0.000000,0.000000,0.000000
2.330000,4.920000,5.580000,0.225000,0.000000,0.000000,0.000000,0.000000
2.360000,4.950000,5.590000,0.225000,0.000000,0.000000,0.000000,0.000000
2.360000,5.040000,5.590000,0.223000,0.002000,0.000000,0.000000,0.000000
2.480000,5.190000,5.610000,0.223000,0.002000,0.000000,0.000000,0.000000
2.530000,5.680000,5.660000,0.223000,0.002000,0.000000,0.000000,0.000000
2.530000,5.690000,5.660000,0.221000,0.022000,0.000000,0.000000,0.000000
2.530000,5.730000,5.660000,0.220000,0.009000,0.000000,0.000000,0.000000
2.530000,5.740000,5.660000,0.219000,0.002000,0.000000,0.000000,0.000000
2.540000,5.760000,5.660000,0.219000,0.002000,0.000000,0.000000,0.000000
2.540000,5.800000,5.660000,0.218000,0.001000,0.000000,0.000000,0.000000
2.550000,5.880000,5.680000,0.218000,0.001000,0.000000,0.000000,0.000000
2.560000,5.960000,5.680000,0.218000,0.001000,0.000000,0.000000,0.000000
2.530000,6.200000,5.700000,0.218000,0.001000,0.000000,0.000000,0.000000
2.530000,6.200000,5.700000,0.220000,0.010000,0.000000,0.000000,0.000000
2.530000,6.210000,5.700000,0.222000,0.004000,0.000000,0.000000,0.000000
2.530000,6.220000,5.700000,0.223000,0.001000,0.000000,0.000000,0.000000
2.470000,6.250000,5.710000,0.223000,0.001000,0.000000,0.000000,0.000000
2.380000,6.270000,5.710000,0.223000,0.001000,0.000000,0.000000,0.000000
2.310000,0.010000,5.710000,0.223000,0.001000,0.000000,0.000000,0.000000
2.230000,0.090000,5.720000,0.223000,0.001000,0.000000,0.000000,0.000000
2.230000,0.100000,5.720000,0.222000,0.004000,0.000000,0.000000,0.000000
2.230000,0.100000,5.720000,0.228000,0.002000,0.000000,0.000000,0.000000
2.230000,0.100000,5.720000,0.235000,0.002000,0.000000,0.000000,0.000000
2.210000,0.150000,5.730000,0.235000,0.002000,0.000000,0.000000,0.000000
2.190000,0.200000,5.730000,0.235000,0.002000,0.000000,0.000000,0.000000
2.140000,0.250000,5.730000,0.235000,0.002000,0.000000,0.000000,0.000000
2.120000,0.450000,5.750000,0.235000,0.002000,0.000000,0.000000,0.000000
2.120000,0.470000,5.750000,0.235000,0.011000,0.000000,0.000000,0.000000
2.120000,0.480000,5.750000,0.237000,0.005000,0.000000,0.000000,0.000000
2.120000,0.510000,5.750000,0.239000,0.002000,0.000000,0.000000,0.000000
2.120000,0.520000,5.760000,0.239000,0.002000,0.000000,0.000000,0.000000
2.160000,0.590000,5.770000,0.239000,0.002000,0.000000,0.000000,0.000000
2.200000,0.680000,5.770000,0.239000,0.002000,0.000000,0.000000,0.000000
2.210000,0.990000,5.800000,0.239000,0.002000,0.000000,0.000000,0.000000
2.210000,1.000000,5.800000,0.236000,0.014000,0.000000,0.000000,0.000000
2.210000,1.020000,5.800000,0.234000,0.007000,0.000000,0.000000,0.000000
2.210000,1.040000,5.800000,0.236000,0.005000,0.000000,0.000000,0.000000
2.180000,1.040000,5.810000,0.236000,0.005000,0.000000,0.000000,0.000000
2.180000,1.110000,5.810000,0.231000,0.006000,0.000000,0.000000,0.000000
2.220000,1.200000,5.820000,0.231000,0.006000,0.000000,0.000000,0.000000
2.340000,1.840000,5.880000,0.231000,0.006000,0.000000,0.000000,0.000000
2.340000,1.850000,5.880000,0.227000,0.025000,0.000000,0.000000,0.000000
2.340000,1.880000,5.880000,0.225000,0.010000,0.000000,0.000000,0.000000
2.340000,1.900000,5.880000,0.225000,0.005000,0.000000,0.000000,0.000000
2.400000,1.940000,5.890000,0.225000,0.005000,0.000000,0.000000,0.000000
2.400000,1.990000,5.890000,0.224000,0.003000,0.000000,0.000000,0.000000
2.470000,2.110000,5.900000,0.224000,0.003000,0.000000,0.000000,0.000000
2.530000,2.220000,5.910000,0.224000,0.003000,0.000000,0.000000,0.000000
2.570000,2.590000,5.950000,0.224000,0.003000,0.000000,0.000000,0.000000
2.570000,2.600000,5.950000,0.221000,0.017000,0.000000,0.000000,0.000000
2.570000,2.620000,5.950000,0.217000,0.008000,0.000000,0.000000,0.000000
2.570000,2.640000,5.950000,0.217000,0.002000,0.000000,0.000000,0.000000
2.560000,2.680000,5.960000,0.217000,0.002000,0.000000,0.000000,0.000000
2.560000,2.760000,5.960000,0.217000,0.002000,0.000000,0.000000,0.000000
2.550000,2.830000,5.970000,0.217000,0.002000,0.000000,0.000000,0.000000
2.500000,3.030000,5.990000,0.217000,0.002000,0.000000,0.000000,0.000000
2.500000,3.030000,5.990000,0.217000,0.011000,0.000000,0.000000,0.000000
2.500000,3.050000,5.990000,0.221000,0.006000,0.000000,0.000000,0.000000
2.500000,3.070000,5.990000,0.226000,0.004000,0.000000,0.000000,0.000000
2.460000,3.090000,5.990000,0.226000,0.004000,0.000000,0.000000,0.000000
2.370000,3.110000,5.990000,0.226000,0.004000,0.000000,0.000000,0.000000
2.320000,3.150000,6.000000,0.226000,0.004000,0.000000,0.000000,0.000000
2.260000,3.290000,6.010000,0.226000,0.004000,0.000000,0.000000,0.000000
2.260000,3.300000,6.010000,0.224000,0.005000,0.000000,0.000000,0.000000
2.260000,3.310000,6.010000,0.229000,0.003000,0.000000,0.000000,0.000000
2.260000,3.330000,6.010000,0.234000,0.002000,0.000000,0.000000,0.000000
2.260000,3.360000,6.020000,0.234000,0.002000,0.000000,0.000000,0.000000
2.300000,3.430000,6.020000,0.234000,0.002000,0.000000,0.000000,0.000000
2.310000,3.510000,6.030000,0.234000,0.002000,0.000000,0.000000,0.000000
2.300000,3.790000,6.060000,0.234000,0.002000,0.000000,0.000000,0.000000
2.300000,3.800000,6.060000,0.228000,0.014000,0.000000,0.000000,0.000000
2.300000,3.810000,6.060000,0.230000,0.003000,0.000000,0.000000,0.000000
2.300000,3.840000,6.060000,0.230000,0.000000,0.000000,0.000000,0.000000
2.270000,3.840000,6.060000,0.230000,0.000000,0.000000,0.000000,0.000000
2.270000,3.900000,6.060000,0.230000,0.000000,0.000000,0.000000,0.000000
2.320000,4.010000,6.080000,0.230000,0.000000,0.000000,0.000000,0.000000
2.370000,4.490000,6.120000,0.230000,0.000000,0.000000,0.000000,0.000000
2.370000,4.490000,6.120000,0.225000,0.017000,0.000000,0.000000,0.000000
2.370000,4.520000,6.120000,0.222000,0.006000,0.000000,0.000000,0.000000
2.370000,4.550000,6.120000,0.225000,0.006000,0.000000,0.000000,0.000000
2.440000,4.600000,6.130000,0.225000,0.006000,0.000000,0.000000,0.000000
2.440000,4.660000,6.130000,0.221000,0.004000,0.000000,0.000000,0.000000
2.540000,4.800000,6.150000,0.221000,0.004000,0.000000,0.000000,0.000000
2.630000,4.930000,6.160000,0.221000,0.004000,0.000000,0.000000,0.000000
2.680000,5.340000,6.200000,0.221000,0.004000,0.000000,0.000000,0.000000
2.680000,5.350000,6.200000,0.217000,0.019000,0.000000,0.000000,0.000000
2.680000,5.370000,6.200000,0.211000,0.009000,0.000000,0.000000,0.000000
2.680000,5.400000,6.200000,0.211000,0.002000,0.000000,0.000000,0.000000
2.700000,5.460000,6.210000,0.211000,0.002000,0.000000,0.000000,0.000000
2.760000,5.570000,6.220000,0.211000,0.002000,0.000000,0.000000,0.000000
2.760000,5.660000,6.230000,0.211000,0.002000,0.000000,0.000000,0.000000
2.750000,5.970000,6.250000,0.211000,0.002000,0.000000,0.000000,0.000000
2.750000,5.970000,6.250000,0.211000,0.017000,0.000000,0.000000,0.000000
2.750000,5.990000,6.250000,0.209000,0.008000,0.000000,0.000000,0.000000
2.750000,6.000000,6.250000,0.211000,0.002000,0.000000,0.000000,0.000000
2.680000,6.010000,6.260000,0.211000,0.002000,0.000000,0.000000,0.000000
2.660000,6.080000,6.270000,0.211000,0.002000,0.000000,0.000000,0.000000
2.640000,6.150000,6.270000,0.211000,0.002000,0.000000,0.000000,0.000000
2.620000,0.150000,0.010000,0.211000,0.002000,0.000000,0.000000,0.000000
2.620000,0.150000,0.010000,0.210000,0.009000,0.000000,0.000000,0.000000
2.620000,0.170000,0.010000,0.213000,0.005000,0.000000,0.000000,0.000000
2.620000,0.190000,0.010000,0.216000,0.003000,0.000000,0.000000,0.000000
2.610000,0.220000,0.020000,0.216000,0.003000,0.000000,0.000000,0.000000
2.640000,0.310000,0.030000,0.216000,0.003000,0.000000,0.000000,0.000000
2.630000,0.380000,0.030000,0.216000,0.003000,0.000000,0.000000,0.000000
2.610000,0.690000,0.060000,0.216000,0.003000,0.000000,0.000000,0.000000
2.610000,0.710000,0.060000,0.216000,0.015000,0.000000,0.000000,0.000000
2.610000,0.740000,0.060000,0.214000,0.006000,0.000000,0.000000,0.000000
2.610000,0.750000,0.060000,0.218000,0.001000,0.000000,0.000000,0.000000
2.650000,0.790000,0.070000,0.218000,0.001000,0.000000,0.000000,0.000000
2.650000,0.840000,0.080000,0.218000,0.001000,0.000000,0.000000,0.000000
2.620000,0.910000,0.080000,0.218000,0.001000,0.000000,0.000000,0.000000
2.640000,1.310000,0.120000,0.218000,0.001000,0.000000,0.000000,0.000000
2.640000,1.300000,0.120000,0.213000,0.012000,0.000000,0.000000,0.000000
2.640000,1.320000,0.120000,0.213000,0.006000,0.000000,0.000000,0.000000
2.640000,1.350000,0.120000,0.214000,0.002000,0.000000,0.000000,0.000000
2.630000,1.380000,0.130000,0.214000,0.002000,0.000000,0.000000,0.000000
2.630000,1.440000,0.130000,0.212000,0.003000,0.000000,0.000000,0.000000
2.680000,1.550000,0.140000,0.212000,0.003000,0.000000,0.000000,0.000000
2.750000,1.670000,0.150000,0.212000,0.003000,0.000000,0.000000,0.000000
2.800000,2.110000,0.190000,0.212000,0.003000,0.000000,0.000000,0.000000
2.800000,2.110000,0.190000,0.209000,0.020000,0.000000,0.000000,0.000000
2.800000,2.140000,0.190000,0.209000,0.006000,0.000000,0.000000,0.000000
2.800000,2.160000,0.190000,0.206000,0.004000,0.000000,0.000000,0.000000
2.820000,2.230000,0.200000,0.206000,0.004000,0.000000,0.000000,0.000000
2.830000,2.320000,0.210000,0.206000,0.004000,0.000000,0.000000,0.000000
2.870000,2.430000,0.220000,0.206000,0.004000,0.000000,0.000000,0.000000
2.860000,2.750000,0.250000,0.206000,0.004000,0.000000,0.000000,0.000000
2.860000,2.770000,0.250000,0.204000,0.018000,0.000000,0.000000,0.000000
2.860000,2.780000,0.250000,0.204000,0.008000,0.000000,0.000000,0.000000
2.860000,2.810000,0.250000,0.204000,0.003000,0.000000,0.000000,0.000000
2.870000,2.850000,0.260000,0.204000,0.003000,0.000000,0.000000,0.000000
2.860000,2.930000,0.270000,0.204000,0.003000,0.000000,0.000000,0.000000
2.860000,3.020000,0.270000,0.204000,0.003000,0.000000,0.000000,0.000000
2.840000,3.350000,0.300000,0.204000,0.003000,0.000000,0.000000,0.000000
2.840000,3.330000,0.300000,0.202000,0.014000,0.000000,0.000000,0.000000
2.840000,3.340000,0.300000,0.203000,0.006000,0.000000,0.000000,0.000000
2.840000,3.360000,0.300000,0.209000,0.001000,0.000000,0.000000,0.000000
2.790000,3.400000,0.310000,0.209000,0.001000,0.000000,0.000000,0.000000
2.800000,3.480000,0.320000,0.209000,0.001000,0.000000,0.000000,0.000000
2.700000,3.510000,0.320000,0.209000,0.001000,0.000000,0.000000,0.000000
2.660000,3.760000,0.340000,0.209000,0.001000,0.000000,0.000000,0.000000
2.660000,3.760000,0.340000,0.205000,0.009000,0.000000,0.000000,0.000000
2.660000,3.780000,0.340000,0.208000,0.003000,0.000000,0.000000,0.000000
2.660000,3.810000,0.340000,0.212000,0.002000,0.000000,0.000000,0.000000
2.680000,3.840000,0.350000,0.212000,0.002000,0.000000,0.000000,0.000000
2.680000,3.940000,0.350000,0.208000,0.003000,0.000000,0.000000,0.000000
2.770000,4.080000,0.370000,0.208000,0.003000,0.000000,0.000000,0.000000
2.860000,4.730000,0.430000,0.208000,0.003000,0.000000,0.000000,0.000000
2.860000,4.740000,0.430000,0.200000,0.021000,0.000000,0.000000,0.000000
2.860000,4.790000,0.430000,0.197000,0.008000,0.000000,0.000000,0.000000
2.860000,4.830000,0.430000,0.197000,0.001000,0.000000,0.000000,0.000000
2.970000,4.880000,0.440000,0.197000,0.001000,0.000000,0.000000,0.000000
2.970000,4.960000,0.440000,0.194000,0.006000,0.000000,0.000000,0.000000
3.120000,5.150000,0.470000,0.194000,0.006000,0.000000,0.000000,0.000000
3.300000,5.350000,0.490000,0.194000,0.006000,0.000000,0.000000,0.000000
3.400000,5.960000,0.540000,0.194000,0.006000,0.000000,0.000000,0.000000
3.400000,5.990000,0.540000,0.185000,0.027000,0.000000,0.000000,0.000000
3.400000,6.020000,0.540000,0.179000,0.011000,0.000000,0.000000,0.000000
3.400000,6.070000,0.540000,0.177000,0.005000,0.000000,0.000000,0.000000
3.460000,6.140000,0.560000,0.177000,0.005000,0.000000,0.000000,0.000000
3.550000,0.010000,0.570000,0.177000,0.005000,0.000000,0.000000,0.000000
3.650000,0.180000,0.590000,0.177000,0.005000,0.000000,0.000000,0.000000
3.780000,0.930000,0.660000,0.177000,0.005000,0.000000,0.000000,0.000000
3.780000,0.930000,0.660000,0.165000,0.026000,0.000000,0.000000,0.000000
3.780000,0.980000,0.660000,0.160000,0.012000,0.000000,0.000000,0.000000
3.780000,1.030000,0.660000,0.155000,0.006000,0.000000,0.000000,0.000000
3.810000,1.070000,0.670000,0.155000,0.006000,0.000000,0.000000,0.000000
4.050000,1.330000,0.690000,0.155000,0.006000,0.000000,0.000000,0.000000
4.300000,1.610000,0.720000,0.155000,0.006000,0.000000,0.000000,0.000000
4.450000,2.530000,0.800000,0.155000,0.006000,0.000000,0.000000,0.000000
4.450000,2.540000,0.800000,0.137000,0.034000,0.000000,0.000000,0.000000
4.450000,2.570000,0.800000,0.132000,0.015000,0.000000,0.000000,0.000000
4.450000,2.630000,0.800000,0.128000,0.008000,0.000000,0.000000,0.000000
4.460000,2.670000,0.810000,0.128000,0.008000,0.000000,0.000000,0.000000
4.560000,2.850000,0.830000,0.128000,0.008000,0.000000,0.000000,0.000000
4.670000,3.050000,0.850000,0.128000,0.008000,0.000000,0.000000,0.000000
4.750000,3.890000,0.920000,0.128000,0.008000,0.000000,0.000000,0.000000
4.750000,3.890000,0.920000,0.116000,0.027000,0.000000,0.000000,0.000000
4.750000,3.950000,0.920000,0.114000,0.011000,0.000000,0.000000,0.000000
4.750000,3.990000,0.920000,0.112000,0.005000,0.000000,0.000000,0.000000
4.760000,4.040000,0.940000,0.112000,0.005000,0.000000,0.000000,0.000000
4.760000,4.160000,0.940000,0.108000,0.005000,0.000000,0.000000,0.000000
4.890000,4.410000,0.970000,0.108000,0.005000,0.000000,0.000000,0.000000
5.040000,5.500000,1.070000,0.108000,0.005000,0.000000,0.000000,0.000000
5.040000,5.510000,1.070000,0.099000,0.027000,0.000000,0.000000,0.000000
5.040000,5.550000,1.070000,0.101000,0.011000,0.000000,0.000000,0.000000
5.040000,5.590000,1.070000,0.098000,0.004000,0.000000,0.000000,0.000000
5.060000,5.670000,1.090000,0.098000,0.004000,0.000000,0.000000,0.000000
5.060000,5.780000,1.090000,0.094000,0.006000,0.000000,0.000000,0.000000
5.190000,6.010000,1.120000,0.094000,0.006000,0.000000,0.000000,0.000000
5.360000,6.270000,1.140000,0.094000,0.006000,0.000000,0.000000,0.000000
5.420000,0.760000,1.210000,0.094000,0.006000,0.000000,0.000000,0.000000
5.420000,0.760000,1.210000,0.084000,0.026000,0.000000,0.000000,0.000000
5.420000,0.820000,1.210000,0.080000,0.012000,0.000000,0.000000,0.000000
5.420000,0.860000,1.210000,0.081000,0.004000,0.000000,0.000000,0.000000
5.420000,0.960000,1.230000,0.081000,0.004000,0.000000,0.000000,0.000000
5.460000,1.150000,1.250000,0.081000,0.004000,0.000000,0.000000,0.000000
5.470000,1.320000,1.260000,0.081000,0.004000,0.000000,0.000000,0.000000
5.500000,2.050000,1.330000,0.081000,0.004000,0.000000,0.000000,0.000000
5.500000,2.060000,1.330000,0.074000,0.023000,0.000000,0.000000,0.000000
5.500000,2.110000,1.330000,0.076000,0.010000,0.000000,0.000000,0.000000
5.500000,2.150000,1.330000,0.078000,0.006000,0.000000,0.000000,0.000000
5.490000,2.220000,1.340000,0.078000,0.006000,0.000000,0.000000,0.000000
5.540000,2.420000,1.360000,0.078000,0.006000,0.000000,0.000000,0.000000
5.590000,2.620000,1.380000,0.078000,0.006000,0.000000,0.000000,0.000000
5.610000,3.380000,1.450000,0.078000,0.006000,0.000000,0.000000,0.000000
5.610000,3.390000,1.450000,0.076000,0.023000,0.000000,0.000000,0.000000
5.610000,3.430000,1.450000,0.078000,0.012000,0.000000,0.000000,0.000000
5.610000,3.460000,1.450000,0.076000,0.005000,0.000000,0.000000,0.000000
5.560000,3.510000,1.460000,0.076000,0.005000,0.000000,0.000000,0.000000
5.490000,3.620000,1.470000,0.076000,0.005000,0.000000,0.000000,0.000000
5.460000,3.770000,1.490000,0.076000,0.005000,0.000000,0.000000,0.000000
5.390000,4.300000,1.530000,0.076000,0.005000,0.000000,0.000000,0.000000
5.390000,4.310000,1.530000,0.074000,0.014000,0.000000,0.000000,0.000000
5.390000,4.360000,1.530000,0.079000,0.006000,0.000000,0.000000,0.000000
5.390000,4.390000,1.530000,0.082000,0.004000,0.000000,0.000000,0.000000
5.310000,4.420000,1.540000,0.082000,0.004000,0.000000,0.000000,0.000000
5.310000,4.530000,1.540000,0.081000,0.005000,0.000000,0.000000,0.000000
5.340000,4.720000,1.570000,0.081000,0.005000,0.000000,0.000000,0.000000
5.410000,5.650000,1.660000,0.081000,0.005000,0.000000,0.000000,0.000000
5.410000,5.670000,1.660000,0.074000,0.021000,0.000000,0.000000,0.000000
5.410000,5.730000,1.660000,0.075000,0.010000,0.000000,0.000000,0.000000
5.410000,5.790000,1.660000,0.071000,0.005000,0.000000,0.000000,0.000000
5.500000,5.870000,1.680000,0.071000,0.005000,0.000000,0.000000,0.000000
5.500000,5.980000,1.680000,0.070000,0.005000,0.000000,0.000000,0.000000
5.620000,6.230000,1.710000,0.070000,0.005000,0.000000,0.000000,0.000000
5.660000,0.140000,1.730000,0.070000,0.005000,0.000000,0.000000,0.000000
5.660000,0.790000,1.790000,0.070000,0.005000,0.000000,0.000000,0.000000
5.660000,0.810000,1.790000,0.068000,0.022000,0.000000,0.000000,0.000000
5.660000,0.830000,1.790000,0.069000,0.010000,0.000000,0.000000,0.000000
5.660000,0.860000,1.790000,0.072000,0.006000,0.000000,0.000000,0.000000
5.560000,0.930000,1.800000,0.072000,0.006000,0.000000,0.000000,0.000000
5.460000,1.040000,1.810000,0.072000,0.006000,0.000000,0.000000,0.000000
5.340000,1.130000,1.820000,0.072000,0.006000,0.000000,0.000000,0.000000
5.280000,1.650000,1.860000,0.072000,0.006000,0.000000,0.000000,0.000000
5.280000,1.640000,1.860000,0.066000,0.011000,0.000000,0.000000,0.000000
5.280000,1.700000,1.860000,0.073000,0.006000,0.000000,0.000000,0.000000
5.280000,1.750000,1.860000,0.076000,0.003000,0.000000,0.000000,0.000000
5.320000,1.840000,1.880000,0.076000,0.003000,0.000000,0.000000,0.000000
5.400000,2.050000,1.900000,0.076000,0.003000,0.000000,0.000000,0.000000
5.480000,2.260000,1.920000,0.076000,0.003000,0.000000,0.000000,0.000000
5.500000,3.010000,1.990000,0.076000,0.003000,0.000000,0.000000,0.000000
5.500000,3.030000,1.990000,0.071000,0.023000,0.000000,0.000000,0.000000
5.500000,3.060000,1.990000,0.072000,0.010000,0.000000,0.000000,0.000000
5.500000,3.080000,1.990000,0.077000,0.002000,0.000000,0.000000,0.000000
5.400000,3.120000,2.000000,0.077000,0.002000,0.000000,0.000000,0.000000
5.290000,3.200000,2.000000,0.077000,0.002000,0.000000,0.000000,0.000000
5.190000,3.300000,2.010000,0.077000,0.002000,0.000000,0.000000,0.000000
5.070000,3.670000,2.050000,0.077000,0.002000,0.000000,0.000000,0.000000
5.070000,3.670000,2.050000,0.077000,0.007000,0.000000,0.000000,0.000000
5.070000,3.700000,2.050000,0.086000,0.002000,0.000000,0.000000,0.000000
5.070000,3.730000,2.050000,0.090000,0.001000,0.000000,0.000000,0.000000
4.970000,3.760000,2.060000,0.090000,0.001000,0.000000,0.000000,0.000000
4.970000,3.850000,2.060000,0.089000,0.002000,0.000000,0.000000,0.000000
4.960000,4.000000,2.080000,0.089000,0.002000,0.000000,0.000000,0.000000
5.010000,4.830000,2.150000,0.089000,0.002000,0.000000,0.000000,0.000000
5.010000,4.850000,2.150000,0.080000,0.018000,0.000000,0.000000,0.000000
5.010000,4.910000,2.150000,0.083000,0.008000,0.000000,0.000000,0.000000
5.010000,4.950000,2.150000,0.085000,0.005000,0.000000,0.000000,0.000000
5.070000,5.020000,2.170000,0.085000,0.005000,0.000000,0.000000,0.000000
5.070000,5.130000,2.170000,0.081000,0.004000,0.000000,0.000000,0.000000
5.260000,5.420000,2.210000,0.081000,0.004000,0.000000,0.000000,0.000000
5.420000,5.670000,2.230000,0.081000,0.004000,0.000000,0.000000,0.000000
5.480000,0.140000,2.300000,0.081000,0.004000,0.000000,0.000000,0.000000
5.480000,0.140000,2.300000,0.078000,0.025000,0.000000,0.000000,0.000000
5.480000,0.170000,2.300000,0.075000,0.013000,0.000000,0.000000,0.000000
5.480000,0.200000,2.300000,0.076000,0.004000,0.000000,0.000000,0.000000
5.360000,0.260000,2.310000,0.076000,0.004000,0.000000,0.000000,0.000000
5.220000,0.340000,2.320000,0.076000,0.004000,0.000000,0.000000,0.000000
5.090000,0.410000,2.320000,0.076000,0.004000,0.000000,0.000000,0.000000
4.970000,0.740000,2.350000,0.076000,0.004000,0.000000,0.000000,0.000000
4.970000,0.750000,2.350000,0.075000,0.008000,0.000000,0.000000,0.000000
4.970000,0.790000,2.350000,0.085000,0.004000,0.000000,0.000000,0.000000
4.970000,0.820000,2.350000,0.090000,0.002000,0.000000,0.000000,0.000000
4.980000,0.910000,2.370000,0.090000,0.002000,0.000000,0.000000,0.000000
5.030000,1.090000,2.380000,0.090000,0.002000,0.000000,0.000000,0.000000
5.080000,1.270000,2.400000,0.090000,0.002000,0.000000,0.000000,0.000000
5.160000,2.120000,2.480000,0.090000,0.002000,0.000000,0.000000,0.000000
5.160000,2.120000,2.480000,0.080000,0.018000,0.000000,0.000000,0.000000
